Level,Deployment,StartTime,EndTime,Annotation,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
practical_salinity,,,,,,,,Leila,2017-05-10T00:00:00Z
temp,,,,,,,,Leila,2017-05-10T00:00:00Z
density,,,,,,,,Leila,2017-05-10T00:00:00Z
pressure,,,,,,,,Leila,2017-05-10T00:00:00Z
conductivity,,,,,,,,Leila,2017-05-10T00:00:00Z
