Level,Deployment,StartTime,EndTime,Annotation,Status,Redmine#
ctdpf_ckl_wfp_instrument_recovered-practical_salinity,D00002,2014-05-03T07:33:24Z,2014-05-03T07:33:47Z,"spike in data, global range and spike tests triggered",FAIL,
flort_kn_stc_imodem_instrument_recovered,D00003,2014-10-20T10:34:12Z,2014-12-14T00:00:00Z,Surface buoy broke free,NOT_AVAILABLE,
flort_kn_stc_imodem_instrument_recovered,D00008,2016-10-04T18:00:03Z,2017-02-19T00:00:00Z,Missing from raw data repo,NOT_AVAILABLE,
