Level,Deployment,StartTime,EndTime,Notes,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
ctdbp_cdef_dcl_instrument,D00006,2016-10-13T18:36:00Z,2016-10-14T00:14:53Z,0 days 05:38:53,,,check: difference between deploy start date and data file start date,lori,2017-04-28T00:00:00Z
ctdbp_cdef_dcl_instrument,D00006,2016-10-13T18:36:00Z,None,,,,check: no deployment end date in asset management,lori,2017-04-28T00:00:00Z
