Level,Deployment,StartTime,EndTime,Notes,Test,Redmine#,Todo,ReviewedBy,ReviewedDate
temperature,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,friedrich,2017-06-08T00:00:00Z
practical_salinity,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 42.0,friedrich,2017-06-08T00:00:00Z
practical_salinity,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-06-08T00:00:00Z
density,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,extracted from 1st file of 1 files,Global Range Values,,global min = 1000.0 global_max = 1100.0,friedrich,2017-06-08T00:00:00Z
density,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-06-08T00:00:00Z
density,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-06-08T00:00:00Z
ctdpf_ckl_seawater_conductivity,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6.0,friedrich,2017-06-08T00:00:00Z
ctdpf_ckl_seawater_conductivity,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-06-08T00:00:00Z
ctdpf_ckl_seawater_conductivity,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-06-08T00:00:00Z
pressure,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,friedrich,2017-06-08T00:00:00Z
ctdpf_ckl_seawater_pressure,D00001,2014-04-13T18:00:03Z,2014-07-21T18:10:34Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999.0,friedrich,2017-06-08T00:00:00Z
