Level,Deployment,StartTime,EndTime,Notes,Test,Redmine#,Todo,ReviewedBy,ReviewedDate
practical_salinity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
practical_salinity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
practical_salinity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
practical_salinity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
practical_salinity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
density,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
density,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
density,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
density,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
density,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6000.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6000.0,Leila,2017-05-10T00:00:00Z
pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure_temp,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
pressure_temp,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
pressure_temp,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure_temp,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure_temp,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = -2.0 global_max = 40.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_temperature,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6.0,Leila,2017-05-10T00:00:00Z
conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
conductivity,D00001,2014-12-14T19:00:23Z,2014-12-28T16:18:09Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
practical_salinity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
practical_salinity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
practical_salinity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
practical_salinity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
practical_salinity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
temperature,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
temperature,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
temperature,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
temperature,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
temperature,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
density,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
density,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Global Range Values,,global min = None global_max = None,Leila,2017-05-10T00:00:00Z
density,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
density,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
density,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_conductivity,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6000.0,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
ctdbp_seawater_pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 6000.0,Leila,2017-05-10T00:00:00Z
pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Global Range QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Spike QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,applies to one file,Stuck Value QC Test,,check: test triggered,Leila,2017-05-10T00:00:00Z
pressure_temp,D00002,2015-05-09T01:00:20Z,2015-10-21T18:48:07Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,Leila,2017-05-10T00:00:00Z
