Level,Deployment,StartTime,EndTime,Notes,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
ctdpf_optode_sample,D00002,2015-08-03T05:41:00Z,2015-08-03T23:59:59Z,0 days 18:18:59,,,check: difference between deploy start date and data file start date,Leila,2017-04-10T00:00:00Z
ctdpf_optode_sample,D00003,2016-07-19T08:00:00Z,None,,,,check: no deployment end date in asset management,Leila,2017-04-10T00:00:00Z
