Level,Deployment,StartTime,EndTime,Notes,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
ctdmo_ghqr_offset_recovered,D00002,2015-08-21T17:11:00Z,2015-08-21T20:07:19Z,0 days 02:56:19,,,check: difference between deploy start date and data file start date,michaesm,2017-05-16T00:00:00Z
ctdmo_ghqr_offset_recovered,D00002,2016-07-17T20:07:20Z,2016-07-18T00:00:00Z,0 days 03:52:40,,,check: difference between deploy end date and data file end date,michaesm,2017-05-16T00:00:00Z
