Level,Deployment,StartTime,EndTime,Notes,Test,Redmine#,Todo,ReviewedBy,ReviewedDate
practical_salinity,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,friedrich,2017-05-11T00:00:00Z
practical_salinity,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,extracted from 1st file of 1 files,Global Range Values,,global min = 0.0 global_max = 42.0,friedrich,2017-05-11T00:00:00Z
practical_salinity,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Global Range QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
practical_salinity,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
practical_salinity,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
temp,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,friedrich,2017-05-11T00:00:00Z
temp,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,extracted from 1st file of 1 files,Global Range Values,,global min = -2.0 global_max = 40.0,friedrich,2017-05-11T00:00:00Z
temp,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Global Range QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
temp,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
temp,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Stuck Value QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
density,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,extracted from 1st file of 1 files,Fill Value,,tested: -9999999.0 found: -9999999.0,friedrich,2017-05-11T00:00:00Z
density,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,extracted from 1st file of 1 files,Global Range Values,,global min = 1000.0 global_max = 1100.0,friedrich,2017-05-11T00:00:00Z
density,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Global Range QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
density,D00003,2016-05-05T19:29:22Z,2016-08-12T21:31:08Z,applies to one file,Spike QC Test,,check: test triggered,friedrich,2017-05-11T00:00:00Z
