Level,Deployment,StartTime,EndTime,Notes,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
ctdbp_cdef_instrument_recovered,D00001,2014-04-17T20:45:00Z,2014-04-17T22:00:01Z,0 days 01:15:01,,,check: difference between deploy start date and data file start date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00001,2014-08-16T22:20:01Z,2014-08-16T22:30:00Z,0 days 00:09:59,,,check: difference between deploy end date and data file end date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00002,2014-10-10T17:45:00Z,2014-10-10T17:50:01Z,0 days 00:05:01,,,check: difference between deploy start date and data file start date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00002,2015-04-12T00:20:01Z,2015-04-12T00:30:00Z,0 days 00:09:59,,,check: difference between deploy end date and data file end date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00003,2015-06-03T17:15:00Z,2015-06-03T19:00:01Z,0 days 01:45:01,,,check: difference between deploy start date and data file start date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00003,2015-10-06T23:45:01Z,2015-10-07T00:00:00Z,0 days 00:14:59,,,check: difference between deploy end date and data file end date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00004,2016-05-10T15:15:01Z,2016-05-10T15:22:00Z,0 days 00:06:59,,,check: difference between deploy end date and data file end date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_instrument_recovered,D00005,2016-10-02T20:00:01Z,2016-10-02T20:15:00Z,0 days 00:14:59,,,check: difference between deploy end date and data file end date,lori,2017-04-26T00:00:00Z
