Level,Deployment,StartTime,EndTime,Notes,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
ctdbp_cdef_dcl_instrument,D00002,2014-10-10T17:45:00Z,2014-10-11T00:30:19Z,0 days 06:45:19,,,check: difference between deploy start date and data file start date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_dcl_instrument,D00003,2015-06-03T17:15:00Z,2015-06-03T18:29:19Z,0 days 01:14:19,,,check: difference between deploy start date and data file start date,lori,2017-04-26T00:00:00Z
ctdbp_cdef_dcl_instrument,D00006,2016-09-30T16:45:00Z,None,,,,check: no deployment end date in asset management,lori,2017-04-26T00:00:00Z
