Level,Deployment,StartTime,EndTime,Notes,Status,Redmine#,Todo,ReviewedBy,ReviewedDate
ctdgv_m_glider_instrument_recovered,D00001,2014-06-15T05:30:00Z,2014-06-15T05:34:09Z,0 days 00:04:09,,,check: difference between deploy start date and data file start date,friedrich,2017-05-26T00:00:00Z
ctdgv_m_glider_instrument_recovered,D00001,2015-06-01T23:58:29Z,2015-06-02T00:00:00Z,0 days 00:01:31,,,check: difference between deploy end date and data file end date,friedrich,2017-05-26T00:00:00Z
